id,text,rating,title,likes,date_published,name,number_of_review,country_code,text_clean
68b85b14a451251b6f139d04,"Customer service is horrible. It is impossible to speak to an agent because of their AI bot. Also they charge £3.95 for each returned order. Regardless if you send them back in 1 bag. Also quality is extremely low. I have deleted my app. No Asos cheap tat for me, thank you. ",1,Customer service is horrible,0,2025-09-03 17:13:24+00:00,George,2,GB,"customer service is horrible. it is impossible to speak to an agent because of their ai bot. also they charge £3.95 for each returned order. regardless if you send them back in 1 bag. also quality is extremely low. i have deleted my app. no asos cheap tat for me, thank you. "
68b85691beb1a9a0b7d3c365,"Honestly this company are hard work, my refund was returned to them on the 22nd of August,  I still haven't received a note from my bank initiating a refund. I have tried several times to talk with customer services which is only via text and they keep palming me off saying i have to wait until the 16th of September..🤯🤯 I mean how long does it take to refund,  very very poor for such a large company,  Definitely has put me off using them again ",2,Refunds,0,2025-09-03 16:54:09+00:00,Terri Wright,4,GB,"honestly this company are hard work, my refund was returned to them on the 22nd of august,  i still haven't received a note from my bank initiating a refund. i have tried several times to talk with customer services which is only via text and they keep palming me off saying i have to wait until the 16th of september..🤯🤯 i mean how long does it take to refund,  very very poor for such a large company,  definitely has put me off using them again "
68b84c42222f0520c7549755,Worst experience by 2 agents: Nitika and Christopher. They didn't help me. Nitika just put me in the queue again (after waiting for 20 minutes). Christopher just closed the chat. I printed the chat as proof of the terrible treatment. Not so ESG-friendly!,1,Worst experience by 2 agents,1,2025-09-03 16:10:10+00:00,Maria Hairapetian,2,NL,worst experience by 2 agents: nitika and christopher. they didn't help me. nitika just put me in the queue again (after waiting for 20 minutes). christopher just closed the chat. i printed the chat as proof of the terrible treatment. not so esg-friendly!
68b8422424eea0c702dd341a,"I have returned the item, ASOS sent email about processing the refund but completely of the wrong item (which i kept) and 4x cheaper than i sent for refund. I tried to contact by email (bounced back), over the phone (permanently out of service) via chat bot, which is useless, there is no option to contact with real person. Very disappointing! I lost my money.",1,Asos refunded wrong time,1,2025-09-03 15:27:00+00:00,Maria Nikitenko,1,AE,"i have returned the item, asos sent email about processing the refund but completely of the wrong item (which i kept) and 4x cheaper than i sent for refund. i tried to contact by email (bounced back), over the phone (permanently out of service) via chat bot, which is useless, there is no option to contact with real person. very disappointing! i lost my money."
68b833cabb18f9c5a2aa1ca2,My return was processed on 21st August & when I contacted them they said I should receive my refund by 16th September. Why are refunds taking so long to process? You think they’d be quicker now they charge a ridiculous £3.95 return fee. They removed Klarna and PayPal as payment options. They are excluding a lot of items from promotional codes as well. I’ll be shopping elsewhere from now on. Awful service. ,1,My return was processed on 21st August…,1,2025-09-03 14:25:46+00:00,Laura,8,GB,my return was processed on 21st august & when i contacted them they said i should receive my refund by 16th september. why are refunds taking so long to process? you think they’d be quicker now they charge a ridiculous £3.95 return fee. they removed klarna and paypal as payment options. they are excluding a lot of items from promotional codes as well. i’ll be shopping elsewhere from now on. awful service. 
68b830dda3271476f58b553b,"I started buying from Asos at least fifteen years ago, when they were actually a reputable company. I'm lucky if I purchase anything once every three years now. Their sizing is totally incorrect, their designs are trashy and now they're lying about the fabric of their products. Just purchased a top that's listed as 100% cotton (i have a screenshot). On delivery,  it turned out to be satin, rayon and polyester.  This company can't be trusted. Won't be purchasing ever again.",1,Now outright lying about product fabric,1,2025-09-03 14:13:17+00:00,Biancha D.,9,GB,"i started buying from asos at least fifteen years ago, when they were actually a reputable company. i'm lucky if i purchase anything once every three years now. their sizing is totally incorrect, their designs are trashy and now they're lying about the fabric of their products. just purchased a top that's listed as 100% cotton (i have a screenshot). on delivery,  it turned out to be satin, rayon and polyester.  this company can't be trusted. won't be purchasing ever again."
68b814ddbfc29935adc29f79,"Customer service just now

Now I contacted customer service to ask about my refund. I have to say i am beginning to think asos don’t want me as a customer.First they take away my ability to use pay pal, refunds were simple when paying with pay pal. But asos is the only place I can no longer shop this payment method. 
Now I am chasing refunds, this is not how I like to shop, your taking the pleasure off shopping with you, refund sent notification from the 22nd aug !Then when I get on the chat today after getting a chat response and wanting to respond to the response, I am cut off from the chat, stating  inactivity and can’t get back in. 

I would just like my refund for both orders 
My card provider is usually a very speedy service",1,Customer service just now,0,2025-09-03 12:13:49+00:00,Sandra h,48,GB,"customer service just now

now i contacted customer service to ask about my refund. i have to say i am beginning to think asos don’t want me as a customer.first they take away my ability to use pay pal, refunds were simple when paying with pay pal. but asos is the only place i can no longer shop this payment method. 
now i am chasing refunds, this is not how i like to shop, your taking the pleasure off shopping with you, refund sent notification from the 22nd aug !then when i get on the chat today after getting a chat response and wanting to respond to the response, i am cut off from the chat, stating  inactivity and can’t get back in. 

i would just like my refund for both orders 
my card provider is usually a very speedy service"
68b7d0896503baf18cfcb99e,"have shopped with asos for many years, and they have been great. No issues with quality or their service. Until a month ago. I was blocked , and not sent any info as to why. I have attempted to talk to customer service about this 7 times. They are useless and do not care- I am told to read the email I never received and refer to their fair use policy! Today was I finally told it was due to refunds. I can presume this was back in May when I was ordering suits for my son- for prom and my wedding. So as an online retailer you are obviously not allowed to order 5 jackets and keep only 2, or try trousers to match the jackets. Since that time I ordered 2 items for myself and kept them. Do the math!
This is an online store- how else do people try items on to know they are right??’
I have tried to get help and support but been cut off and dismissed every time.
ASOS- you really need to take a look at your ‘customer service’ and remember that you are an ONLINE store, customers will not keep 100% of the items they buy! ",1,Awful ,0,2025-09-03 07:22:17+00:00,Justine,3,GB,"have shopped with asos for many years, and they have been great. no issues with quality or their service. until a month ago. i was blocked , and not sent any info as to why. i have attempted to talk to customer service about this 7 times. they are useless and do not care- i am told to read the email i never received and refer to their fair use policy! today was i finally told it was due to refunds. i can presume this was back in may when i was ordering suits for my son- for prom and my wedding. so as an online retailer you are obviously not allowed to order 5 jackets and keep only 2, or try trousers to match the jackets. since that time i ordered 2 items for myself and kept them. do the math!
this is an online store- how else do people try items on to know they are right??’
i have tried to get help and support but been cut off and dismissed every time.
asos- you really need to take a look at your ‘customer service’ and remember that you are an online store, customers will not keep 100% of the items they buy! "
68b780c87aefae27dbb0c840,I used to love ASOS. I have been waiting for a return on Klarna for 18 days now and I have spoke to the worst customer service I’ve ever experienced who keep saying to contact Apple Pay? Really disappointed and it has put me off shopping there at all ,2,ASOS is failing ,1,2025-09-03 01:42:00+00:00,Natalie Taylor,3,GB,i used to love asos. i have been waiting for a return on klarna for 18 days now and i have spoke to the worst customer service i’ve ever experienced who keep saying to contact apple pay? really disappointed and it has put me off shopping there at all 
68b7682d6815df0682ddb4be,"As with other recent reviews, it has been a a week since my return was processed and no money has been received in my account. H&M and Monsoon processed my refund 3-4 days after them and it has already appeared! I think they are trying to steal customer funds as per other reviews!!!",1,HAVE BECOME A SCAM WEBSITE,0,2025-09-02 23:57:01+00:00,E P,1,GB,"as with other recent reviews, it has been a a week since my return was processed and no money has been received in my account. h&m and monsoon processed my refund 3-4 days after them and it has already appeared! i think they are trying to steal customer funds as per other reviews!!!"
68b73a7d0f6017b43a7093cc,Pretty poor if you have any issues returning. Their returns policy is unclear but they refuse to engage with feedback on this. I had an item I couldn’t post in time owing to InPost lockers being full and they just didn’t care at all and ended the online chat when I attempted to complain. ,1,Pretty poor if you have any issues…,1,2025-09-02 20:42:05+00:00,Suze,1,GB,pretty poor if you have any issues returning. their returns policy is unclear but they refuse to engage with feedback on this. i had an item i couldn’t post in time owing to inpost lockers being full and they just didn’t care at all and ended the online chat when i attempted to complain. 
68b71904b5bafbf33fd3e423,"I received a package and returned it. It has not been received, and now I have to pay Klarna for something I don’t have. I have been in contact with ASOS directly, but they couldn’t help me and I received very poor service.",1,bad service,0,2025-09-02 18:19:16+00:00,senna weber,1,NL,"i received a package and returned it. it has not been received, and now i have to pay klarna for something i don’t have. i have been in contact with asos directly, but they couldn’t help me and i received very poor service."
68b6e39c08e5c3ae4f2aff58,"My order arrived with a missing item, tried to speak with customer service, three hours in the queue over two days, issue unresolved as I was just told to return the item for a refund, transferred to manager but no one ever came onto the line, waiting for 1.5 more hours and gave up. They don’t have a complaints procedure or email address or phone number, only the line chat which is an insanely lengthy process. Deleting the app and won’t be shopping with asos again, not worth the hassle ",1,My order arrived with a missing item,0,2025-09-02 14:31:24+00:00,Kiki,1,GB,"my order arrived with a missing item, tried to speak with customer service, three hours in the queue over two days, issue unresolved as i was just told to return the item for a refund, transferred to manager but no one ever came onto the line, waiting for 1.5 more hours and gave up. they don’t have a complaints procedure or email address or phone number, only the line chat which is an insanely lengthy process. deleting the app and won’t be shopping with asos again, not worth the hassle "
68b6e23c3920a1c98a32abed,The worst customer service I’ve ever used. Used to love this site so much and order from it regularly but they have decided to use Royal Mail for next day delivery. I’ve waited over a week now and been told I can’t get anything done about it  and just have to wait. Then after an hour of waiting for the live chat the guy just left. Please don’t order from this site if you actually want the item to arrive. I’m now £100 down and don’t have a clue if the item will ever show up and I’m gunna have to sit through all that live chat crap again! Fml!!! ,1,The worst customer service I’ve ever…,0,2025-09-02 14:25:32+00:00,Jacqueline Freeman,4,GB,the worst customer service i’ve ever used. used to love this site so much and order from it regularly but they have decided to use royal mail for next day delivery. i’ve waited over a week now and been told i can’t get anything done about it  and just have to wait. then after an hour of waiting for the live chat the guy just left. please don’t order from this site if you actually want the item to arrive. i’m now £100 down and don’t have a clue if the item will ever show up and i’m gunna have to sit through all that live chat crap again! fml!!! 
68b660226ddd7b4a7ea8df3d,"I was a loyal ASOS customer for a couple of decades, however they recently closed my account due to their  newly implemented “Fair Use Policy”.  Yes, I frequently returned items, but returned items were NEVER worn and ALWAYS with tags attached.  What this company fails to realize is that because they carry brands from many different companies, inevitably the sizes are different from one brand to the next.  However, if you return too many items due to sizing issues, poor quality or “item just doesn’t suit me” reasons (how many times do you try clothing on in a store and it doesn’t fit right or suit you?  Normal experience, right?), even if never worn with tags still attached, they penalize you by no longer allowing you to shop on their site, despite being a long-time loyal customer.  A reasonable company would just charge a return shipping fee instead of throwing away their loyal customer base.  Buyer beware and shop elsewhere!  Steer clear of this company!  You can find much nicer items and a much better company at other online retailers.  Their loss!",1,“Fair Use Policy” penalizes loyal customers,0,2025-09-02 05:10:26+00:00,Kimberly Finnegan,1,US,"i was a loyal asos customer for a couple of decades, however they recently closed my account due to their  newly implemented “fair use policy”.  yes, i frequently returned items, but returned items were never worn and always with tags attached.  what this company fails to realize is that because they carry brands from many different companies, inevitably the sizes are different from one brand to the next.  however, if you return too many items due to sizing issues, poor quality or “item just doesn’t suit me” reasons (how many times do you try clothing on in a store and it doesn’t fit right or suit you?  normal experience, right?), even if never worn with tags still attached, they penalize you by no longer allowing you to shop on their site, despite being a long-time loyal customer.  a reasonable company would just charge a return shipping fee instead of throwing away their loyal customer base.  buyer beware and shop elsewhere!  steer clear of this company!  you can find much nicer items and a much better company at other online retailers.  their loss!"
68b608d74f9ff265d30caba5,If I could give zero stars I would. Placed an order which I have not received. No refund customer service refusing to issue refund and no way of escalating concerns after many year of shopping with asos this is the last time. I have gone to my card provider to claim the money back terrible service and it’s evident ASOS do not care because they do not respond to negative reviews. This level of ignorance from a company shows a clear disregard for its customer base and the service it provides. I’m tapping out from using asos and will delete the app and my account once I have my money from my card provider! ,1,Terrible service no refund,0,2025-09-01 22:57:59+00:00,Mrs Review,1,GB,if i could give zero stars i would. placed an order which i have not received. no refund customer service refusing to issue refund and no way of escalating concerns after many year of shopping with asos this is the last time. i have gone to my card provider to claim the money back terrible service and it’s evident asos do not care because they do not respond to negative reviews. this level of ignorance from a company shows a clear disregard for its customer base and the service it provides. i’m tapping out from using asos and will delete the app and my account once i have my money from my card provider! 
68b606e391ed49673f0595ae,"I’m reviewing to express my deep dissatisfaction with a recent experience involving a return and refund request for a pair of trousers I ordered from ASOS

Upon receiving the trousers, it was immediately clear that they were see-through. I did not try them on or wear them, and I returned them in the same condition. To my surprise, my refund was declined on the grounds that the item had been worn. I was then sent the trousers back, and upon inspection, it was obvious that they had in fact been worn, but not by me. This leads me to believe the item I was originally sent had already been worn and returned by someone else, which is incredibly unhygienic and unacceptable.

I contacted customer service to explain the situation, but was initially dismissed. After pushing further, a supervisor eventually agreed to a refund and advised me to dispose of the trousers — but before I could save the conversation, the chat system disconnected. I received no confirmation email about the refund.

As a result, I had to re-enter the chat and repeat the entire story, which left me feeling frustrated and anxious. Eventually, I was referred to a manager, who unfortunately was quite dismissive and unsympathetic. Although the manager initially confirmed the refund, the chat was abruptly ended after I provided feedback,  and I was again informed that the refund had been declined.

This entire experience has been incredibly disappointing. The fact that I received what appears to be a used item in the first place raises serious concerns about your quality control processes. On top of that, the lack of a proper escalation or email support system, combined with inconsistent and unsupportive customer service, made me feel like I was pleading for fairness — despite being completely honest and reasonable in my request.

After this experience, I cannot see myself shopping with ASOS again. I hope this feedback is taken seriously and improvements are made both in their returns inspection processes and in the quality of their customer service.

",1,AWFUL CUSTOMER SERVICE,0,2025-09-01 22:49:39+00:00,Lisa Phillips-Fairclough,9,GB,"i’m reviewing to express my deep dissatisfaction with a recent experience involving a return and refund request for a pair of trousers i ordered from asos

upon receiving the trousers, it was immediately clear that they were see-through. i did not try them on or wear them, and i returned them in the same condition. to my surprise, my refund was declined on the grounds that the item had been worn. i was then sent the trousers back, and upon inspection, it was obvious that they had in fact been worn, but not by me. this leads me to believe the item i was originally sent had already been worn and returned by someone else, which is incredibly unhygienic and unacceptable.

i contacted customer service to explain the situation, but was initially dismissed. after pushing further, a supervisor eventually agreed to a refund and advised me to dispose of the trousers — but before i could save the conversation, the chat system disconnected. i received no confirmation email about the refund.

as a result, i had to re-enter the chat and repeat the entire story, which left me feeling frustrated and anxious. eventually, i was referred to a manager, who unfortunately was quite dismissive and unsympathetic. although the manager initially confirmed the refund, the chat was abruptly ended after i provided feedback,  and i was again informed that the refund had been declined.

this entire experience has been incredibly disappointing. the fact that i received what appears to be a used item in the first place raises serious concerns about your quality control processes. on top of that, the lack of a proper escalation or email support system, combined with inconsistent and unsupportive customer service, made me feel like i was pleading for fairness — despite being completely honest and reasonable in my request.

after this experience, i cannot see myself shopping with asos again. i hope this feedback is taken seriously and improvements are made both in their returns inspection processes and in the quality of their customer service.

"
68b5e4b3f8d63019e236eb8a,"Echoing many of the reviews on here where ASOS sends an email and app notification stating that a refund has been processed but the refund is never received in my bank account. Looking at the app and the return order status is still RETURN SENT instead of REFUND SENT. Clearly procedural issues happening at the warehouse which Customer care are refusing to help with. They need to bring the Customer care team back to the UK where the advisors actually understand the issue and know how to help. Cheap outsourcing is going to cost ASOS in the long run.

Looking forward to issuing a chargeback with my card provider so that I can close my ASOS account after shopping with them since 2010. The company has gone downhill and will most likely be out of business by the end of next year. ",1,REFUND issue,0,2025-09-01 20:23:47+00:00,Aidan Hana,2,GB,"echoing many of the reviews on here where asos sends an email and app notification stating that a refund has been processed but the refund is never received in my bank account. looking at the app and the return order status is still return sent instead of refund sent. clearly procedural issues happening at the warehouse which customer care are refusing to help with. they need to bring the customer care team back to the uk where the advisors actually understand the issue and know how to help. cheap outsourcing is going to cost asos in the long run.

looking forward to issuing a chargeback with my card provider so that i can close my asos account after shopping with them since 2010. the company has gone downhill and will most likely be out of business by the end of next year. "
68b5dc2cfcc13f78301c21a3,"I have used ASOS for a long time , but just recently they seem to be taking forever to get refunds from or to even notify Klarna or Clearpay, all they keep saying is wait 10 days , I had to do 2 chargebacks through my bank Monzo who have been brilliant, puts me off buying anything else from them because until this point they have been fab ",2,I have used ASOS for a long time ,0,2025-09-01 19:47:24+00:00,customer,6,GB,"i have used asos for a long time , but just recently they seem to be taking forever to get refunds from or to even notify klarna or clearpay, all they keep saying is wait 10 days , i had to do 2 chargebacks through my bank monzo who have been brilliant, puts me off buying anything else from them because until this point they have been fab "
68b5d71f58197dd463e3a017,"I have returned my order about a month ago and still haven’t received a refund.
I spent several hours on their live chat waiting for a response from customer service, but no one ever replied. The email I sent was bounced back with a message stating that their mailbox is full and that I should try to contact them again later.
This has been an extremely frustrating and stressful experience.
It was my first purchase from them, and it will certainly be my last. 
Since I paid with PayPal , I now have no choice but to open a dispute in order to get my money back.
",1,I have returned my order about a month…,0,2025-09-01 19:25:51+00:00,Aurelia auka,1,GB,"i have returned my order about a month ago and still haven’t received a refund.
i spent several hours on their live chat waiting for a response from customer service, but no one ever replied. the email i sent was bounced back with a message stating that their mailbox is full and that i should try to contact them again later.
this has been an extremely frustrating and stressful experience.
it was my first purchase from them, and it will certainly be my last. 
since i paid with paypal , i now have no choice but to open a dispute in order to get my money back.
"
68b5bf4cbf70b83e047a5950,"**Absolutely Appalling Service - Avoid at All Costs**

⭐ (1/5 stars)

I am beyond frustrated with ASOS and their complete failure to deliver both products and customer service. This has been hands down the worst online shopping experience I've ever encountered.

**The Delivery Nightmare:**
Their delivery company claimed THREE separate delivery attempts with ""no access"" to my property. This is completely fabricated. I live in a standard house - not an apartment building, no gates, no construction, nothing blocking access. I was home ALL DAY on each supposed delivery attempt, watching for the delivery. No one came. No delivery attempts were made. No cards were left. Nothing.

**Customer Service That Doesn't Exist:**
When I contacted ASOS about this obvious lie from their delivery partner, their customer service was absolutely useless. Despite requesting to speak with a live agent multiple times, I received nothing but the same copy-and-paste responses over and over again. They clearly don't read messages or care about resolving issues - just robotic, scripted responses that completely ignore the actual problem.

**The Delivery Company is Unreachable:**
The delivery company provides zero ways to contact them. No phone number, no email, and even their AI chat assistant is completely non-functional. How is this acceptable in 2025? When there's clearly an issue with delivery, customers should have some recourse.

**Complete Lack of Accountability:**
ASOS takes no responsibility for their chosen delivery partners' failures. They hide behind ""delivery partner policies"" while taking your money and failing to deliver the service you paid for.

I've wasted hours trying to resolve this simple delivery issue, only to be met with lies, automated responses, and complete indifference. My order is now in limbo, I'm out the money, and ASOS couldn't care less.

Save yourself the headache and shop literally anywhere else. ASOS has clearly given up on customer service entirely. There are plenty of other online retailers who actually care about getting your purchases to you and resolving issues when they arise.
",1,**Absolutely Appalling Service,0,2025-09-01 17:44:12+00:00,Renee Lloyd,3,US,"**absolutely appalling service - avoid at all costs**

⭐ (1/5 stars)

i am beyond frustrated with asos and their complete failure to deliver both products and customer service. this has been hands down the worst online shopping experience i've ever encountered.

**the delivery nightmare:**
their delivery company claimed three separate delivery attempts with ""no access"" to my property. this is completely fabricated. i live in a standard house - not an apartment building, no gates, no construction, nothing blocking access. i was home all day on each supposed delivery attempt, watching for the delivery. no one came. no delivery attempts were made. no cards were left. nothing.

**customer service that doesn't exist:**
when i contacted asos about this obvious lie from their delivery partner, their customer service was absolutely useless. despite requesting to speak with a live agent multiple times, i received nothing but the same copy-and-paste responses over and over again. they clearly don't read messages or care about resolving issues - just robotic, scripted responses that completely ignore the actual problem.

**the delivery company is unreachable:**
the delivery company provides zero ways to contact them. no phone number, no email, and even their ai chat assistant is completely non-functional. how is this acceptable in 2025? when there's clearly an issue with delivery, customers should have some recourse.

**complete lack of accountability:**
asos takes no responsibility for their chosen delivery partners' failures. they hide behind ""delivery partner policies"" while taking your money and failing to deliver the service you paid for.

i've wasted hours trying to resolve this simple delivery issue, only to be met with lies, automated responses, and complete indifference. my order is now in limbo, i'm out the money, and asos couldn't care less.

save yourself the headache and shop literally anywhere else. asos has clearly given up on customer service entirely. there are plenty of other online retailers who actually care about getting your purchases to you and resolving issues when they arise.
"
